allEarningsAmountInWei,endTimestamp,startTimestamp,entityId,entityType,entitySymbol
37193410913890344000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,product,CHANNEL,cid:product
42442150932119880000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,screens,CHANNEL,cid:screens
3409854179901096000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,photographers,CHANNEL,cid:photographers
12519942726066828000000,2024-08-12T20:20:00Z,2024-07-29T00:20:00Z,replyors,CHANNEL,cid:replyors
36269565636211460000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,fitness,CHANNEL,cid:fitness
22774034997064640000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,cryptoart,CHANNEL,cid:cryptoart
126665447374177230000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,nouns,CHANNEL,cid:nouns
12947069827815695000000,2024-08-12T20:20:00Z,2024-07-29T00:40:00Z,sharks,CHANNEL,cid:sharks
48917452742827850000000,2024-08-12T20:20:00Z,2024-07-29T00:20:00Z,fc-updates,CHANNEL,cid:fc-updates
377206112623389000000,2024-08-12T19:40:00Z,2024-07-29T02:30:00Z,shitcasters,CHANNEL,cid:shitcasters
11079055334099791000000,2024-08-12T20:10:00Z,2024-07-29T00:20:00Z,vip,CHANNEL,cid:vip
9441053262094920000000,2024-08-12T20:20:00Z,2024-07-29T00:40:00Z,design-everydays,CHANNEL,cid:design-everydays
46115201449168000000,2024-08-12T07:20:00Z,2024-07-29T08:30:00Z,glitchedgrifters,CHANNEL,cid:glitchedgrifters
96781048340105420000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,dev,CHANNEL,cid:dev
5587039404094504000000,2024-08-12T20:10:00Z,2024-07-29T00:20:00Z,solana,CHANNEL,cid:solana
2195518303703170800000,2024-08-12T14:30:00Z,2024-07-29T00:20:00Z,farhouse,CHANNEL,cid:farhouse
5689558064998522000000,2024-08-12T20:20:00Z,2024-08-07T16:00:00Z,yeschef,CHANNEL,cid:yeschef
62559863370050000000,2024-08-09T11:10:00Z,2024-07-31T12:10:00Z,onchain-dinos,CHANNEL,cid:onchain-dinos
263933314594879520000000,2024-08-12T20:20:00Z,2024-07-29T00:10:00Z,superrare,CHANNEL,cid:superrare
3530205962181562000000,2024-08-12T20:20:00Z,2024-07-29T00:20:00Z,300,CHANNEL,cid:300
4800831092481956000000,2024-08-12T19:50:00Z,2024-07-29T01:20:00Z,philosophy,CHANNEL,cid:philosophy
